Date,Title,Employer,Category,Job Link
2024-11-26,Mandarin speaking cloud application tester,Randstad AB,Consultancy,https://vakanser.se/jobb/mandarin+speaking+cloud+application+tester/
2024-11-26,Utvecklare med intresse för operativsystem till Saab!,Friday Väst AB,Consultancy,https://vakanser.se/jobb/utvecklare+med+intresse+for+operativsystem+till+saab+5/
2024-11-22,Platform Engineer,Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/platform+engineer+88/
2024-11-22,Android utvecklare,Segula Technologies AB,Uncategorized,https://vakanser.se/jobb/android+utvecklare+44/
2024-11-22,Java developer,Segula Technologies AB,Uncategorized,https://vakanser.se/jobb/java+developer+545/
2024-11-22,Embedded Tester,Segula Technologies AB,Uncategorized,https://vakanser.se/jobb/embedded+tester+8/
2024-11-22,Backendutvecklare - Göteborg,Jobbs On Sweden AB,Uncategorized,https://vakanser.se/jobb/backendutvecklare+-+goteborg/
2024-11-21,Java (.Net) developer,Click to Hire AB,Uncategorized,https://vakanser.se/jobb/java+net+developer+2/
2024-11-21,Embedded Engineer in automotive,Envoi AB,Uncategorized,https://vakanser.se/jobb/embedded+engineer+in+automotive+8/
2024-11-21,Android Platform Developer (Embedded C++),HaleyTek AB,Non-Consultancy,https://vakanser.se/jobb/android+platform+developer+embedded+c/
2024-11-21,Software Developer - WiFi/Bluetooth,HaleyTek AB,Non-Consultancy,https://vakanser.se/jobb/software+developer+-+wifi+bluetooth/
2024-11-21,Embedded SW Developer Apple CarPlay & Android Auto,HaleyTek AB,Non-Consultancy,https://vakanser.se/jobb/embedded+sw+developer+apple+carplay+o+android+auto/
2024-11-21,Lead Developer SW - Apple CarPlay & Android Auto,HaleyTek AB,Non-Consultancy,https://vakanser.se/jobb/lead+developer+sw+-+apple+carplay+o+android+auto/
2024-11-20,Software Developer - Diagnostics & Software Download,HaleyTek AB,Non-Consultancy,https://vakanser.se/jobb/software+developer+-+diagnostics+o+software+download/
2024-11-19,SW Developer (C) & Tester,Techster Solutions AB,Uncategorized,https://vakanser.se/jobb/sw+developer+c+o+tester/
2024-11-19,Senior System Engineer - Gothenburg,Professional Galaxy AB,Uncategorized,https://vakanser.se/jobb/senior+system+engineer+-+gothenburg/
2024-11-19,Software System Engineer till Bellman & Symfon,Cmmtto AB,Uncategorized,https://vakanser.se/jobb/software+system+engineer+till+bellman+o+symfon/
2024-11-19,CI Infrastructure and Test Analysis Engineer,Click to Hire AB,Uncategorized,https://vakanser.se/jobb/ci+infrastructure+and+test+analysis+engineer/
